,Municipio,Notificados,Confirmados,Clinico Epidemiologico,Participacao por Municipio,Incidencia,Obitos,Letalidade,Mortalidade,Data
1189,Codajás,164.0,102.0,1.0,0.18%,356.18,2.0,1.96%,6.98,2020-06-14 00:00:00
1190,Manicoré,671.0,97.0,32.0,0.17%,173.99,2.0,2.06%,3.59,2020-06-14 00:00:00
1191,Juruá (1),435.0,94.0,0.0,0.17%,638.93,0.0,0.00%,0,2020-06-14 00:00:00
1192,Itamarati (1),262.0,78.0,0.0,0.14%,993.5,1.0,1.28%,12.74,2020-06-14 00:00:00
1193,Santa Isabel do Rio Negro,128.0,72.0,0.0,0.13%,286.21,2.0,2.78%,7.95,2020-06-14 00:00:00
1194,Careiro da Várzea,151.0,56.0,0.0,0.10%,185.28,4.0,7.14%,13.23,2020-06-14 00:00:00
1195,Canutama,144.0,48.0,0.0,0.08%,307.12,0.0,0.00%,0,2020-06-14 00:00:00
1196,Apuí,164.0,27.0,1.0,0.05%,122.88,0.0,0.00%,0,2020-06-14 00:00:00
1197,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-14 00:00:00
1198,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-14 00:00:00
1199,Manaus,61137,22894,143.0,40.86%,1048.85,1595,6.97%,73.12,2020-06-13 00:00:00
1200,INTERIOR,62981,33132,388.0,59.14%,1688.83,869.0,2.62%,44.3,2020-06-13 00:00:00
1201,Manacapuru,6685,2855,12.0,5.10%,2931.9,121.0,4.24%,124.26,2020-06-13 00:00:00
1202,Coari,5308,2804,0.0,5.00%,3295.06,75.0,2.67%,88.13,2020-06-13 00:00:00
1203,Tefé,2823,2481,85.0,4.43%,4145.43,66.0,2.66%,110.28,2020-06-13 00:00:00
1204,São Gabriel da Cachoeira,2.8930000000000002,2401,52.0,4.29%,5269.51,30.0,1.25%,65.84,2020-06-13 00:00:00
1205,Parintins,3.95,1953,2.0,3.49%,1709.07,63.0,3.23%,55.13,2020-06-13 00:00:00
1206,Benjamin Constant,2.1590000000000003,1317,1.0,2.35%,3063.93,25.0,1.90%,58.16,2020-06-13 00:00:00
1207,Tabatinga,2198,1176,2.0,2.10%,1786.04,67.0,5.70%,101.76,2020-06-13 00:00:00
1208,Iranduba,2.66,1142,5.0,2.04%,2364.59,34.0,2.98%,70.4,2020-06-13 00:00:00
1209,Itacoatiara,2185,1129,0.0,2.02%,1114.1,50.0,4.43%,49.34,2020-06-13 00:00:00
1210,Santo Antônio do Içá (1),1359,902.0,2.0,1.61%,4175.54,18.0,2.00%,83.33,2020-06-13 00:00:00
1211,Careiro,1485,849.0,0.0,1.52%,2241.94,13.0,1.53%,34.33,2020-06-13 00:00:00
1212,Maués,1.5930000000000002,783.0,15.0,1.40%,1225.26,29.0,3.70%,45.38,2020-06-13 00:00:00
1213,Autazes,1311,776.0,1.0,1.39%,1961.33,27.0,3.48%,68.24,2020-06-13 00:00:00
1214,Barcelos,1328,708.0,0.0,1.26%,2574.36,20.0,2.82%,72.72,2020-06-13 00:00:00
1215,Rio Preto da Eva,2331,693.0,6.0,1.24%,2078.15,11.0,1.59%,32.99,2020-06-13 00:00:00
1216,Presidente Figueiredo,1883,678.0,1.0,1.21%,1868.85,19.0,2.80%,52.37,2020-06-13 00:00:00
1217,São Paulo de Olivença,930.0,544.0,4.0,0.97%,1384.26,15.0,2.76%,38.17,2020-06-13 00:00:00
1218,Boca do Acre,1051,539.0,0.0,0.96%,1571.06,8.0,1.48%,23.32,2020-06-13 00:00:00
1219,Anori,772.0,525.0,0.0,0.94%,2498.81,9.0,1.71%,42.84,2020-06-13 00:00:00
1220,Tapauá (1),1295,512.0,0.0,0.91%,2984.38,3.0,0.59%,17.49,2020-06-13 00:00:00
1221,Barreirinha,687.0,456.0,0.0,0.81%,1423.18,5.0,1.10%,15.61,2020-06-13 00:00:00
1222,Itapiranga,456.0,456.0,1.0,0.81%,4984.7,5.0,1.10%,54.66,2020-06-13 00:00:00
1223,Alvarães (1),710.0,427.0,0.0,0.76%,2661.93,10.0,2.34%,62.34,2020-06-13 00:00:00
1224,Beruri,465.0,374.0,1.0,0.67%,1900.5,5.0,1.34%,25.41,2020-06-13 00:00:00
1225,Carauari,1.2109999999999999,369.0,1.0,0.66%,1304.16,4.0,1.08%,14.14,2020-06-13 00:00:00
1226,Fonte Boa,721.0,369.0,39.0,0.66%,2095.52,13.0,3.52%,73.83,2020-06-13 00:00:00
1227,Borba,830.0,356.0,12.0,0.64%,864.9,16.0,4.49%,38.87,2020-06-13 00:00:00
1228,Tonantins (1),704.0,348.0,1.0,0.62%,1855.51,14.0,4.02%,74.65,2020-06-13 00:00:00
1229,Amaturá,363.0,347.0,0.0,0.62%,3007.98,8.0,2.31%,69.35,2020-06-13 00:00:00
1230,Uarini (1),346.0,346.0,0.0,0.62%,2555.39,2.0,0.58%,14.77,2020-06-13 00:00:00
1231,Novo Aripuanã,321.0,291.0,0.0,0.52%,1134.77,8.0,2.75%,31.2,2020-06-13 00:00:00
1232,Humaitá (1),967.0,278.0,0.0,0.50%,504.72,3.0,1.08%,5.45,2020-06-13 00:00:00
1233,Urucará,589.0,263.0,3.0,0.47%,1617.86,4.0,1.52%,24.61,2020-06-13 00:00:00
1234,Atalaia do Norte,450.0,253.0,0.0,0.45%,1270.02,1.0,0.40%,5.02,2020-06-13 00:00:00
1235,Urucurituba,673.0,239.0,0.0,0.43%,1036.2,2.0,0.84%,8.67,2020-06-13 00:00:00
1236,Eirunepé,654.0,237.0,0.0,0.42%,671.9,0.0,0.00%,0,2020-06-13 00:00:00
1237,Anamã,385.0,235.0,0.0,0.42%,1726.16,0.0,0.00%,0,2020-06-13 00:00:00
1238,Lábrea,261.0,199.0,3.0,0.36%,431.96,2.0,1.01%,4.34,2020-06-13 00:00:00
1239,Novo Airão,502.0,190.0,0.0,0.34%,976.66,5.0,2.63%,25.7,2020-06-13 00:00:00
1240,Nova Olinda do Norte,291.0,180.0,5.0,0.32%,481.57,16.0,8.89%,42.81,2020-06-13 00:00:00
1241,Jutaí,374.0,170.0,7.0,0.30%,1187.4,12.0,7.06%,83.82,2020-06-13 00:00:00
1242,Japurá,368.0,169.0,62.0,0.30%,6134.3,0.0,0.00%,0,2020-06-13 00:00:00
1243,Manaquiri,305.0,169.0,1.0,0.30%,526.4,7.0,4.14%,21.8,2020-06-13 00:00:00
1244,São Sebastião do Uatumã,302.0,161.0,0.0,0.29%,1148.36,1.0,0.62%,7.13,2020-06-13 00:00:00
1245,Maraã,455.0,158.0,23.0,0.28%,866.99,2.0,1.27%,10.97,2020-06-13 00:00:00
1246,Silves,293.0,142.0,3.0,0.25%,1548.36,4.0,2.82%,43.62,2020-06-13 00:00:00
1247,Boa Vista do Ramos,275.0,135.0,3.0,0.24%,702.87,2.0,1.48%,10.41,2020-06-13 00:00:00
1248,Caapiranga,271.0,129.0,0.0,0.23%,986.16,2.0,1.55%,15.29,2020-06-13 00:00:00
1249,Guajará,139.0,126.0,0.0,0.22%,755.49,1.0,0.79%,6,2020-06-13 00:00:00
1250,Nhamundá,170.0,110.0,1.0,0.20%,519.53,2.0,1.82%,9.45,2020-06-13 00:00:00
1251,Pauini (1),109.0,109.0,0.0,0.19%,561.1,0.0,0.00%,0,2020-06-13 00:00:00
1252,Codajás,164.0,102.0,1.0,0.18%,356.18,2.0,1.96%,6.98,2020-06-13 00:00:00
1253,Manicoré,668.0,97.0,32.0,0.17%,173.99,2.0,2.06%,3.59,2020-06-13 00:00:00
1254,Juruá,435.0,94.0,0.0,0.17%,638.93,0.0,0.00%,0,2020-06-13 00:00:00
1255,Itamarati (1),262.0,78.0,0.0,0.14%,993.5,1.0,1.28%,12.74,2020-06-13 00:00:00
1256,Santa Isabel do Rio Negro,128.0,72.0,0.0,0.13%,286.21,1.0,1.39%,3.98,2020-06-13 00:00:00
1257,Careiro da Várzea,151.0,56.0,0.0,0.10%,185.28,4.0,7.14%,13.23,2020-06-13 00:00:00
1258,Canutama,139.0,48.0,0.0,0.09%,307.12,0.0,0.00%,0,2020-06-13 00:00:00
1259,Apuí,159.0,27.0,1.0,0.05%,122.88,0.0,0.00%,0,2020-06-13 00:00:00
1260,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-13 00:00:00
1261,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-13 00:00:00
1262,Manaus,60466,22635,143.0,41.07%,1036.99,1575,6.96%,72.2,2020-06-12 00:00:00
1263,INTERIOR,61.61600000000001,32476,388.0,58.93%,1655.39,853.0,2.63%,43.48,2020-06-12 00:00:00
1264,Coari,5.292999999999998,2733,0.0,4.96%,3211.63,69.0,2.52%,81.08,2020-06-12 00:00:00
1265,Manacapuru (1),6558,2728,12.0,4.95%,2801.48,117.0,4.29%,120.15,2020-06-12 00:00:00
1266,Tefé,2.8080000000000003,2465,85.0,4.47%,4118.7,65.0,2.64%,108.61,2020-06-12 00:00:00
1267,São Gabriel da Cachoeira,2.6860000000000004,2376,52.0,4.31%,5214.64,28.0,1.18%,61.45,2020-06-12 00:00:00
1268,Parintins,3798,1.8980000000000001,2.0,3.44%,1660.93,63.0,3.32%,55.13,2020-06-12 00:00:00
1269,Benjamin Constant,2111,1.3,1.0,2.36%,3024.38,25.0,1.92%,58.16,2020-06-12 00:00:00
1270,Tabatinga,2188,1.16,2.0,2.10%,1761.74,67.0,5.78%,101.76,2020-06-12 00:00:00
1271,Iranduba,2624,1136,5.0,2.06%,2352.16,34.0,2.99%,70.4,2020-06-12 00:00:00
1272,Itacoatiara (1),2105,1103,0.0,2.00%,1088.45,50.0,4.53%,49.34,2020-06-12 00:00:00
1273,Santo Antônio do Içá,1359,902.0,2.0,1.64%,4175.54,18.0,2.00%,83.33,2020-06-12 00:00:00
1274,Careiro,1479,847.0,0.0,1.54%,2236.66,13.0,1.53%,34.33,2020-06-12 00:00:00
1275,Autazes,1304,774.0,1.0,1.40%,1956.27,27.0,3.49%,68.24,2020-06-12 00:00:00
1276,Maués,1571,773.0,15.0,1.40%,1209.61,29.0,3.75%,45.38,2020-06-12 00:00:00
1277,Rio Preto da Eva,2321,693.0,6.0,1.26%,2078.15,11.0,1.59%,32.99,2020-06-12 00:00:00
1278,Barcelos,1318,683.0,0.0,1.24%,2483.46,20.0,2.93%,72.72,2020-06-12 00:00:00
1279,Presidente Figueiredo,1.83,669.0,1.0,1.21%,1844.04,19.0,2.84%,52.37,2020-06-12 00:00:00
1280,São Paulo de Olivença,925.0,542.0,4.0,0.98%,1379.17,15.0,2.77%,38.17,2020-06-12 00:00:00
1281,Boca do Acre,1027,527.0,0.0,0.96%,1536.08,8.0,1.52%,23.32,2020-06-12 00:00:00
1282,Anori,772.0,521.0,0.0,0.95%,2479.77,8.0,1.54%,38.08,2020-06-12 00:00:00
1283,Tapauá (1),1295,512.0,0.0,0.93%,2984.38,3.0,0.59%,17.49,2020-06-12 00:00:00
1284,Itapiranga,452.0,452.0,1.0,0.82%,4940.97,5.0,1.11%,54.66,2020-06-12 00:00:00
1285,Barreirinha,681.0,451.0,0.0,0.82%,1407.57,5.0,1.11%,15.61,2020-06-12 00:00:00
1286,Alvarães,710.0,427.0,0.0,0.77%,2661.93,10.0,2.34%,62.34,2020-06-12 00:00:00
1287,Beruri,465.0,374.0,1.0,0.68%,1900.5,5.0,1.34%,25.41,2020-06-12 00:00:00
1288,Fonte Boa,716.0,368.0,39.0,0.67%,2089.84,13.0,3.53%,73.83,2020-06-12 00:00:00
1289,Borba,817.0,352.0,12.0,0.64%,855.18,16.0,4.55%,38.87,2020-06-12 00:00:00
1290,Tonantins,704.0,348.0,1.0,0.63%,1855.51,14.0,4.02%,74.65,2020-06-12 00:00:00
1291,Uarini,346.0,346.0,0.0,0.63%,2555.39,2.0,0.58%,14.77,2020-06-12 00:00:00
1292,Amaturá,358.0,344.0,0.0,0.62%,2981.97,8.0,2.33%,69.35,2020-06-12 00:00:00
1293,Carauari,1.15,341.0,1.0,0.62%,1205.2,4.0,1.17%,14.14,2020-06-12 00:00:00
1294,Humaitá,967.0,278.0,0.0,0.50%,504.72,3.0,1.08%,5.45,2020-06-12 00:00:00
1295,Novo Aripuanã (1),321.0,269.0,0.0,0.49%,1048.98,8.0,2.97%,31.2,2020-06-12 00:00:00
1296,Urucará,583.0,257.0,3.0,0.47%,1580.95,4.0,1.56%,24.61,2020-06-12 00:00:00
1297,Urucurituba,636.0,235.0,0.0,0.43%,1018.86,2.0,0.85%,8.67,2020-06-12 00:00:00
1298,Anamã,380.0,234.0,0.0,0.42%,1718.82,0.0,0.00%,0,2020-06-12 00:00:00
1299,Eirunepé,644.0,227.0,0.0,0.41%,643.55,0.0,0.00%,0,2020-06-12 00:00:00
1300,Atalaia do Norte,250.0,222.0,0.0,0.40%,1114.4,1.0,0.45%,5.02,2020-06-12 00:00:00
1301,Novo Airão,493.0,187.0,0.0,0.34%,961.24,5.0,2.67%,25.7,2020-06-12 00:00:00
1302,Lábrea,249.0,175.0,3.0,0.32%,379.86,1.0,0.57%,2.17,2020-06-12 00:00:00
1303,Jutaí,369.0,169.0,7.0,0.31%,1180.41,12.0,7.10%,83.82,2020-06-12 00:00:00
1304,Manaquiri,300.0,167.0,1.0,0.30%,520.17,7.0,4.19%,21.8,2020-06-12 00:00:00
1305,Nova Olinda do Norte,286.0,166.0,5.0,0.30%,444.11,15.0,9.04%,40.13,2020-06-12 00:00:00
1306,Japurá,366.0,164.0,62.0,0.30%,5952.81,0.0,0.00%,0,2020-06-12 00:00:00
1307,São Sebastião do Uatumã,302.0,159.0,0.0,0.29%,1134.09,1.0,0.63%,7.13,2020-06-12 00:00:00
1308,Maraã,446.0,158.0,23.0,0.29%,866.99,2.0,1.27%,10.97,2020-06-12 00:00:00
1309,Silves (1),291.0,139.0,3.0,0.25%,1515.65,4.0,2.88%,43.62,2020-06-12 00:00:00
1310,Boa Vista do Ramos,270.0,133.0,3.0,0.24%,692.46,2.0,1.50%,10.41,2020-06-12 00:00:00
1311,Caapiranga,263.0,126.0,0.0,0.23%,963.23,2.0,1.59%,15.29,2020-06-12 00:00:00
1312,Guajará,115.0,115.0,0.0,0.21%,689.53,1.0,0.87%,6,2020-06-12 00:00:00
1313,Pauini,109.0,109.0,0.0,0.20%,561.1,0.0,0.00%,0,2020-06-12 00:00:00
1314,Nhamundá,165.0,108.0,1.0,0.20%,510.08,2.0,1.85%,9.45,2020-06-12 00:00:00
1315,Codajás,153.0,96.0,1.0,0.17%,335.23,2.0,2.08%,6.98,2020-06-12 00:00:00
1316,Manicoré,645.0,93.0,32.0,0.17%,166.81,2.0,2.15%,3.59,2020-06-12 00:00:00
1317,Itamarati (1),262.0,78.0,0.0,0.14%,993.5,1.0,1.28%,12.74,2020-06-12 00:00:00
1318,Juruá (1),393.0,72.0,0.0,0.13%,489.4,0.0,0.00%,0,2020-06-12 00:00:00
1319,Santa Isabel do Rio Negro,120.0,64.0,0.0,0.12%,254.41,1.0,1.56%,3.98,2020-06-12 00:00:00
1320,Careiro da Várzea,150.0,56.0,0.0,0.10%,185.28,4.0,7.14%,13.23,2020-06-12 00:00:00
1321,Canutama,134.0,48.0,0.0,0.09%,307.12,0.0,0.00%,0,2020-06-12 00:00:00
1322,Apuí,154.0,27.0,1.0,0.05%,122.88,0.0,0.00%,0,2020-06-12 00:00:00
1323,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-12 00:00:00
1324,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-12 00:00:00
1325,Manaus,60.21100000000001,22504,143.0,41.68%,1030.99,1560,6.93%,71.47,2020-06-11 00:00:00
1326,INTERIOR,60341,31485,381.0,58.32%,1604.88,840.0,2.67%,42.82,2020-06-11 00:00:00
1327,Manacapuru (1),6558,2728,12.0,5.05%,2801.48,117.0,4.29%,120.15,2020-06-11 00:00:00
1328,Tefé,2802,2.4530000000000003,85.0,4.54%,4098.65,64.0,2.61%,106.94,2020-06-11 00:00:00
1329,São Gabriel da Cachoeira,2676,2365,52.0,4.38%,5190.5,28.0,1.18%,61.45,2020-06-11 00:00:00
1330,Coari,5096,2231,0.0,4.13%,2621.71,64.0,2.87%,75.21,2020-06-11 00:00:00
1331,Parintins,3.6310000000000002,1852,2.0,3.43%,1620.68,63.0,3.40%,55.13,2020-06-11 00:00:00
1332,Benjamin Constant,1962,1237,1.0,2.29%,2877.82,25.0,2.02%,58.16,2020-06-11 00:00:00
1333,Tabatinga,2178,1156,2.0,2.14%,1755.66,67.0,5.80%,101.76,2020-06-11 00:00:00
1334,Itacoatiara,2105,1103,0.0,2.04%,1088.45,50.0,4.53%,49.34,2020-06-11 00:00:00
1335,Iranduba,2.51,1069,5.0,1.98%,2213.43,34.0,3.18%,70.4,2020-06-11 00:00:00
1336,Santo Antônio do Içá (1),1.3419999999999999,891.0,2.0,1.65%,4124.62,16.0,1.80%,74.07,2020-06-11 00:00:00
1337,Careiro,1449,816.0,0.0,1.51%,2154.8,13.0,1.59%,34.33,2020-06-11 00:00:00
1338,Autazes,1297,772.0,1.0,1.43%,1951.22,26.0,3.37%,65.71,2020-06-11 00:00:00
1339,Maués,1555,770.0,15.0,1.43%,1204.91,29.0,3.77%,45.38,2020-06-11 00:00:00
1340,Rio Preto da Eva,2311,693.0,6.0,1.28%,2078.15,11.0,1.59%,32.99,2020-06-11 00:00:00
1341,Barcelos,1288,678.0,0.0,1.26%,2465.28,20.0,2.95%,72.72,2020-06-11 00:00:00
1342,Presidente Figueiredo,1.8090000000000002,666.0,0.0,1.23%,1835.77,18.0,2.70%,49.62,2020-06-11 00:00:00
1343,Boca do Acre,1018,520.0,0.0,0.96%,1515.68,8.0,1.54%,23.32,2020-06-11 00:00:00
1344,São Paulo de Olivença,920.0,515.0,2.0,0.95%,1310.47,15.0,2.91%,38.17,2020-06-11 00:00:00
1345,Tapauá (1),1295,512.0,0.0,0.95%,2984.38,3.0,0.59%,17.49,2020-06-11 00:00:00
1346,Anori,772.0,503.0,0.0,0.93%,2394.1,8.0,1.59%,38.08,2020-06-11 00:00:00
1347,Itapiranga,444.0,444.0,1.0,0.82%,4853.52,5.0,1.13%,54.66,2020-06-11 00:00:00
1348,Barreirinha,670.0,439.0,0.0,0.81%,1370.12,5.0,1.14%,15.61,2020-06-11 00:00:00
1349,Alvarães (1),648.0,389.0,0.0,0.72%,2425.04,10.0,2.57%,62.34,2020-06-11 00:00:00
1350,Beruri,465.0,374.0,1.0,0.69%,1900.5,5.0,1.34%,25.41,2020-06-11 00:00:00
1351,Fonte Boa,614.0,357.0,39.0,0.66%,2027.37,13.0,3.64%,73.83,2020-06-11 00:00:00
1352,Borba,804.0,345.0,12.0,0.64%,838.17,16.0,4.64%,38.87,2020-06-11 00:00:00
1353,Amaturá,353.0,343.0,0.0,0.64%,2973.3,8.0,2.33%,69.35,2020-06-11 00:00:00
1354,Tonantins (1),695.0,342.0,1.0,0.63%,1823.51,14.0,4.09%,74.65,2020-06-11 00:00:00
1355,Carauari,1.15,341.0,0.0,0.63%,1205.2,3.0,0.88%,10.6,2020-06-11 00:00:00
1356,Uarini,336.0,336.0,0.0,0.62%,2481.54,2.0,0.60%,14.77,2020-06-11 00:00:00
1357,Humaitá,874.0,273.0,0.0,0.51%,495.64,3.0,1.10%,5.45,2020-06-11 00:00:00
1358,Novo Aripuanã (1),321.0,269.0,0.0,0.50%,1048.98,8.0,2.97%,31.2,2020-06-11 00:00:00
1359,Urucará,582.0,257.0,3.0,0.48%,1580.95,4.0,1.56%,24.61,2020-06-11 00:00:00
1360,Urucurituba,636.0,235.0,0.0,0.44%,1018.86,2.0,0.85%,8.67,2020-06-11 00:00:00
1361,Anamã,370.0,229.0,0.0,0.42%,1682.09,0.0,0.00%,0,2020-06-11 00:00:00
1362,Eirunepé,639.0,227.0,0.0,0.42%,643.55,0.0,0.00%,0,2020-06-11 00:00:00
1363,Atalaia do Norte,230.0,219.0,0.0,0.41%,1099.34,1.0,0.46%,5.02,2020-06-11 00:00:00
1364,Novo Airão,493.0,187.0,0.0,0.35%,961.24,5.0,2.67%,25.7,2020-06-11 00:00:00
1365,Jutaí,364.0,167.0,7.0,0.31%,1166.45,12.0,7.19%,83.82,2020-06-11 00:00:00
1366,Manaquiri,295.0,167.0,1.0,0.31%,520.17,7.0,4.19%,21.8,2020-06-11 00:00:00
1367,Nova Olinda do Norte,281.0,163.0,5.0,0.30%,436.09,14.0,8.59%,37.46,2020-06-11 00:00:00
1368,Lábrea,232.0,158.0,3.0,0.29%,342.96,1.0,0.63%,2.17,2020-06-11 00:00:00
1369,Maraã,444.0,157.0,23.0,0.29%,861.5,1.0,0.64%,5.49,2020-06-11 00:00:00
1370,Japurá (1),348.0,156.0,61.0,0.29%,5662.43,0.0,0.00%,0,2020-06-11 00:00:00
1371,São Sebastião do Uatumã,302.0,152.0,0.0,0.28%,1084.17,1.0,0.66%,7.13,2020-06-11 00:00:00
1372,Silves,291.0,139.0,3.0,0.26%,1515.65,4.0,2.88%,43.62,2020-06-11 00:00:00
1373,Boa Vista do Ramos,268.0,133.0,3.0,0.25%,692.46,2.0,1.50%,10.41,2020-06-11 00:00:00
1374,Caapiranga,259.0,124.0,0.0,0.23%,947.94,2.0,1.61%,15.29,2020-06-11 00:00:00
1375,Guajará,110.0,107.0,0.0,0.20%,641.56,1.0,0.93%,6,2020-06-11 00:00:00
1376,Nhamundá,160.0,102.0,1.0,0.19%,481.75,2.0,1.96%,9.45,2020-06-11 00:00:00
1377,Codajás,149.0,93.0,0.0,0.17%,324.75,2.0,2.15%,6.98,2020-06-11 00:00:00
1378,Manicoré,618.0,93.0,32.0,0.17%,166.81,2.0,2.15%,3.59,2020-06-11 00:00:00
1379,Pauini (1),93.0,93.0,0.0,0.17%,478.74,0.0,0.00%,0,2020-06-11 00:00:00
1380,Itamarati (1),262.0,78.0,0.0,0.14%,993.5,1.0,1.28%,12.74,2020-06-11 00:00:00
1381,Juruá (1),393.0,72.0,0.0,0.13%,489.4,0.0,0.00%,0,2020-06-11 00:00:00
1382,Santa Isabel do Rio Negro (1),119.0,63.0,0.0,0.12%,250.44,1.0,1.59%,3.98,2020-06-11 00:00:00
1383,Careiro da Várzea,148.0,56.0,0.0,0.10%,185.28,4.0,7.14%,13.23,2020-06-11 00:00:00
1384,Canutama,129.0,49.0,0.0,0.09%,313.52,0.0,0.00%,0,2020-06-11 00:00:00
1385,Apuí (1),149.0,27.0,0.0,0.05%,122.88,0.0,0.00%,0,2020-06-11 00:00:00
1386,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-11 00:00:00
1387,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-11 00:00:00
1388,Manaus,58978,22159,143.0,41.93%,1015.18,1534,6.92%,70.28,2020-06-10 00:00:00
1389,INTERIOR,57978,30690,318.0,58.07%,1564.35,829.0,2.70%,42.26,2020-06-10 00:00:00
1390,Manacapuru (1),6558,2728,12.0,5.16%,2801.48,117.0,4.29%,120.15,2020-06-10 00:00:00
1391,Tefé,2774,2391,65.0,4.52%,3995.05,64.0,2.68%,106.94,2020-06-10 00:00:00
1392,São Gabriel da Cachoeira,2.6660000000000004,2352,43.0,4.45%,5161.97,27.0,1.15%,59.26,2020-06-10 00:00:00
1393,Coari,4293,2123,0.0,4.02%,2494.8,64.0,3.01%,75.21,2020-06-10 00:00:00
1394,Parintins,3444,1.7790000000000001,1.0,3.37%,1556.8,62.0,3.49%,54.26,2020-06-10 00:00:00
1395,Benjamin Constant,1904,1179,1.0,2.23%,2742.88,25.0,2.12%,58.16,2020-06-10 00:00:00
1396,Tabatinga,2168,1143,2.0,2.16%,1735.92,67.0,5.86%,101.76,2020-06-10 00:00:00
1397,Itacoatiara (1),1.98,1053,0.0,1.99%,1039.11,50.0,4.75%,49.34,2020-06-10 00:00:00
1398,Iranduba,2424,1037,5.0,1.96%,2147.18,34.0,3.28%,70.4,2020-06-10 00:00:00
1399,Santo Antônio do Içá,1342,891.0,2.0,1.69%,4124.62,16.0,1.80%,74.07,2020-06-10 00:00:00
1400,Careiro,1445,812.0,0.0,1.54%,2144.23,13.0,1.60%,34.33,2020-06-10 00:00:00
1401,Maués,1534,757.0,15.0,1.43%,1184.57,29.0,3.83%,45.38,2020-06-10 00:00:00
1402,Autazes (1),1161,713.0,1.0,1.35%,1802.1,23.0,3.23%,58.13,2020-06-10 00:00:00
1403,Rio Preto da Eva,2301,693.0,6.0,1.31%,2078.15,11.0,1.59%,32.99,2020-06-10 00:00:00
1404,Barcelos,1.27,663.0,0.0,1.25%,2410.73,20.0,3.02%,72.72,2020-06-10 00:00:00
1405,Presidente Figueiredo,1556,607.0,0.0,1.15%,1673.14,17.0,2.80%,46.86,2020-06-10 00:00:00
1406,Tapauá (1),1295,512.0,0.0,0.97%,2984.38,3.0,0.59%,17.49,2020-06-10 00:00:00
1407,São Paulo de Olivença,915.0,510.0,1.0,0.97%,1297.74,14.0,2.75%,35.62,2020-06-10 00:00:00
1408,Boca do Acre,974.0,508.0,0.0,0.96%,1480.7,8.0,1.57%,23.32,2020-06-10 00:00:00
1409,Anori,695.0,503.0,0.0,0.95%,2394.1,8.0,1.59%,38.08,2020-06-10 00:00:00
1410,Itapiranga,433.0,433.0,1.0,0.82%,4733.28,5.0,1.15%,54.66,2020-06-10 00:00:00
1411,Barreirinha,655.0,431.0,0.0,0.82%,1345.15,5.0,1.16%,15.61,2020-06-10 00:00:00
1412,Alvarães (1),648.0,389.0,0.0,0.74%,2425.04,10.0,2.57%,62.34,2020-06-10 00:00:00
1413,Beruri,465.0,374.0,1.0,0.71%,1900.5,5.0,1.34%,25.41,2020-06-10 00:00:00
1414,Fonte Boa,609.0,350.0,39.0,0.66%,1987.62,13.0,3.71%,73.83,2020-06-10 00:00:00
1415,Amaturá,348.0,342.0,0.0,0.65%,2964.63,8.0,2.34%,69.35,2020-06-10 00:00:00
1416,Tonantins,695.0,342.0,1.0,0.65%,1823.51,14.0,4.09%,74.65,2020-06-10 00:00:00
1417,Borba,781.0,334.0,4.0,0.63%,811.45,16.0,4.79%,38.87,2020-06-10 00:00:00
1418,Carauari,1092,327.0,0.0,0.62%,1155.72,3.0,0.92%,10.6,2020-06-10 00:00:00
1419,Uarini,326.0,326.0,0.0,0.62%,2407.68,1.0,0.31%,7.39,2020-06-10 00:00:00
1420,Novo Aripuanã,321.0,269.0,0.0,0.51%,1048.98,8.0,2.97%,31.2,2020-06-10 00:00:00
1421,Humaitá,802.0,266.0,0.0,0.50%,482.93,3.0,1.13%,5.45,2020-06-10 00:00:00
1422,Urucará,575.0,256.0,3.0,0.48%,1574.8,4.0,1.56%,24.61,2020-06-10 00:00:00
1423,Anamã,365.0,228.0,0.0,0.43%,1674.75,0.0,0.00%,0,2020-06-10 00:00:00
1424,Urucurituba,636.0,226.0,0.0,0.43%,979.84,2.0,0.88%,8.67,2020-06-10 00:00:00
1425,Eirunepé,611.0,217.0,0.0,0.41%,615.2,0.0,0.00%,0,2020-06-10 00:00:00
1426,Atalaia do Norte,230.0,197.0,0.0,0.37%,988.91,1.0,0.51%,5.02,2020-06-10 00:00:00
1427,Novo Airão,481.0,185.0,0.0,0.35%,950.96,5.0,2.70%,25.7,2020-06-10 00:00:00
1428,Jutaí,359.0,167.0,7.0,0.32%,1166.45,12.0,7.19%,83.82,2020-06-10 00:00:00
1429,Manaquiri,290.0,162.0,1.0,0.31%,504.59,7.0,4.32%,21.8,2020-06-10 00:00:00
1430,Japurá,348.0,156.0,54.0,0.30%,5662.43,0.0,0.00%,0,2020-06-10 00:00:00
